ID Log,Timestamp,Server ID,CPU Usage (%),Memory Usage (%),Disk Usage (%),Response Time (ms),Error Code,Status Layanan
LOG0300,2025-07-21 18:36,SRV019,56.12,46.47,80.14,833.56,404.0,Down
LOG0301,2025-06-24 01:33,SRV005,55.11,1.26,56.83,821.94,502.0,Timeout
LOG0302,2025-07-07 16:09,SRV020,49.98,3.09,82.99,214.63,503.0,Degraded
LOG0303,2025-07-05 18:25,SRV010,61.0,80.5,49.4,231.0,500.0,Down
LOG0304,2025-06-05 17:17,SRV004,57.68,56.09,90.0,446.02,502.0,Normal
LOG0305,2025-06-11 19:01,SRV002,51.41,30.94,34.43,181.23,502.0,Degraded
LOG0306,2025-06-27 02:07,SRV010,88.57,27.88,55.22,912.9,502.0,Timeout
LOG0307,2025-06-20 06:06,SRV014,71.9,72.88,95.15,554.04,503.0,Timeout
LOG0308,2025-06-14 14:19,SRV010,20.64,6.51,28.88,976.11,502.0,Timeout
LOG0309,2025-07-15 16:08,SRV019,4.55,71.68,35.76,229.51,503.0,Timeout
LOG0310,2025-06-20 08:16,SRV014,18.07,7.43,44.72,660.72,502.0,Down
LOG0311,2025-07-21 11:16,SRV010,72.34,7.16,37.42,350.09,200.0,Down
LOG0312,2025-07-21 01:12,SRV011,95.49,8.28,66.55,505.28,503.0,Timeout
LOG0313,2025-06-04 16:51,SRV006,26.5,58.5,20.48,356.63,504.0,Degraded
LOG0314,2025-07-27 17:13,SRV001,49.6,92.47,68.3,887.54,503.0,Down
LOG0315,2025-06-30 12:02,SRV006,96.8,95.53,30.61,296.73,200.0,Normal
LOG0316,2025-07-23 03:16,SRV006,43.93,53.17,84.82,758.54,502.0,Degraded
LOG0317,2025-07-09 01:27,SRV003,21.75,4.75,80.4,490.79,504.0,Down
LOG0318,2025-07-30 15:23,SRV018,71.73,60.46,31.53,264.29,502.0,Normal
LOG0319,2025-06-09 18:02,SRV008,28.01,68.71,7.97,196.89,404.0,Degraded
LOG0320,2025-07-29 20:43,SRV003,53.62,38.13,99.92,572.55,502.0,Degraded
LOG0321,2025-06-26 23:38,SRV020,45.01,90.51,43.32,291.11,200.0,Down
LOG0322,2025-07-05 15:32,SRV012,1.37,59.31,19.96,498.75,502.0,Timeout
LOG0323,2025-07-13 08:35,SRV004,6.35,48.63,39.79,671.05,500.0,Timeout
LOG0324,2025-07-06 01:12,SRV018,6.11,96.09,35.81,758.35,502.0,Down
LOG0325,2025-06-28 21:27,SRV010,41.72,21.47,94.7,560.23,503.0,Timeout
LOG0326,2025-07-22 01:13,SRV011,98.3,32.65,99.09,118.42,404.0,Timeout
LOG0327,2025-07-23 07:25,SRV012,51.0,18.3,41.6,263.29,200.0,Degraded
LOG0328,2025-07-13 16:16,SRV020,2.94,68.18,50.0,113.19,504.0,Timeout
LOG0329,2025-07-22 08:47,SRV007,15.74,57.55,18.37,477.74,504.0,Normal
LOG0330,2025-07-15 12:51,SRV019,76.78,4.17,4.4,80.45,200.0,Down
LOG0331,2025-06-02 03:31,SRV011,6.05,56.62,73.07,454.46,404.0,Degraded
LOG0332,2025-07-30 01:00,SRV007,81.67,59.15,85.4,715.86,504.0,Normal
LOG0333,2025-06-14 21:28,SRV018,54.16,52.99,91.57,448.13,404.0,Down
LOG0334,2025-06-01 22:16,SRV009,76.18,13.21,45.92,771.02,200.0,Down
LOG0335,2025-06-17 06:40,SRV011,21.22,88.64,84.89,850.42,200.0,Timeout
LOG0336,2025-07-07 20:12,SRV004,10.51,20.06,17.08,540.1,504.0,Down
LOG0337,2025-07-14 19:42,SRV001,16.57,55.5,99.87,110.42,200.0,Timeout
LOG0338,2025-07-25 14:54,SRV019,14.32,16.71,67.66,177.95,503.0,Timeout
LOG0339,2025-07-01 18:02,SRV014,75.38,83.97,83.51,892.1,502.0,Normal
LOG0340,2025-07-02 08:55,SRV013,15.48,4.87,68.04,971.72,503.0,Down
LOG0341,2025-07-25 12:35,SRV015,84.2,4.14,7.46,905.55,500.0,Down
LOG0342,2025-06-25 01:12,SRV010,68.58,95.13,9.41,560.6,504.0,Normal
LOG0343,2025-07-16 02:10,SRV013,40.89,82.31,56.1,219.84,502.0,Timeout
LOG0344,2025-07-07 04:40,SRV012,65.35,76.98,85.63,263.12,404.0,Down
LOG0345,2025-07-28 07:02,SRV001,34.33,86.58,17.14,651.16,503.0,Degraded
LOG0346,2025-07-05 14:18,SRV010,95.58,22.71,31.13,226.74,503.0,Down
LOG0347,2025-06-27 03:21,SRV005,74.4,39.4,81.75,290.66,200.0,Down
LOG0348,2025-06-12 22:47,SRV012,57.25,35.82,91.98,729.57,504.0,Timeout
LOG0349,2025-06-08 05:42,SRV013,88.29,30.49,51.83,806.82,503.0,Degraded
LOG0350,2025-06-23 00:27,SRV010,89.12,98.54,50.22,96.25,404.0,Down
LOG0351,2025-06-08 01:30,SRV001,7.32,61.13,38.44,80.65,504.0,Normal
LOG0352,2025-07-09 03:09,SRV017,51.29,90.54,55.98,636.03,502.0,Normal
LOG0353,2025-06-15 07:35,SRV009,62.99,23.64,29.74,683.32,500.0,Down
LOG0354,2025-06-24 14:32,SRV002,85.83,96.93,31.0,885.01,504.0,Normal
LOG0355,2025-07-15 18:58,SRV013,97.33,62.84,75.26,807.2,502.0,Degraded
LOG0356,2025-07-01 19:07,SRV005,7.62,61.68,6.06,433.45,200.0,Down
LOG0357,2025-06-27 21:02,SRV017,73.11,41.72,70.58,758.84,504.0,Timeout
LOG0358,2025-07-14 04:37,SRV010,93.42,41.05,43.25,97.23,404.0,Normal
LOG0359,2025-07-07 20:00,SRV007,90.79,35.96,4.63,589.54,500.0,Down
LOG0360,2025-07-18 12:16,SRV005,63.86,27.21,77.86,224.13,502.0,Degraded
LOG0361,2025-07-19 12:41,SRV014,11.57,31.82,49.55,563.17,200.0,Timeout
LOG0362,2025-06-23 04:11,SRV012,14.87,68.43,83.85,509.96,500.0,Normal
LOG0363,2025-06-15 23:37,SRV001,94.76,47.1,90.05,739.9,500.0,Down
LOG0364,2025-07-26 18:11,SRV004,10.0,5.71,8.51,309.23,504.0,Degraded
LOG0365,2025-06-28 22:31,SRV017,90.31,15.12,54.07,761.31,500.0,Timeout
LOG0366,2025-07-18 00:56,SRV020,9.42,63.31,48.83,138.65,404.0,Down
LOG0367,2025-06-30 15:23,SRV020,12.22,11.53,64.86,615.48,504.0,Normal
LOG0368,2025-06-01 06:05,SRV015,65.52,53.94,40.28,503.12,200.0,Degraded
LOG0369,2025-07-30 05:01,SRV017,82.41,32.06,43.08,134.12,200.0,Normal
LOG0370,2025-07-09 21:17,SRV010,69.46,3.77,58.12,972.95,200.0,Degraded
LOG0371,2025-06-01 20:46,SRV018,40.71,40.17,30.89,181.53,504.0,Degraded
LOG0372,2025-07-18 16:34,SRV016,52.15,51.71,2.87,771.77,504.0,Normal
LOG0373,2025-06-14 06:49,SRV010,36.16,13.61,56.33,527.41,200.0,Normal
LOG0374,2025-06-13 11:36,SRV020,59.56,23.89,3.42,161.66,504.0,Timeout
LOG0375,2025-07-13 15:16,SRV004,32.19,25.93,29.92,796.32,502.0,Down
LOG0376,2025-07-14 12:08,SRV016,1.7,82.92,15.9,900.17,504.0,Normal
LOG0377,2025-06-07 22:14,SRV001,25.71,49.14,55.29,567.65,404.0,Timeout
LOG0378,2025-07-10 12:32,SRV004,79.4,41.21,79.89,962.98,500.0,Normal
LOG0379,2025-06-18 16:57,SRV015,5.95,62.06,92.36,153.04,503.0,Normal
LOG0380,2025-06-04 11:20,SRV003,69.74,12.77,18.55,127.75,502.0,Down
LOG0381,2025-07-13 17:30,SRV004,52.02,29.04,19.43,315.21,500.0,Degraded
LOG0382,2025-07-19 23:09,SRV010,18.1,42.17,85.76,436.07,500.0,Degraded
LOG0383,2025-06-04 20:44,SRV012,14.03,24.55,40.79,589.62,502.0,Down
LOG0384,2025-06-20 20:55,SRV010,64.3,40.03,71.7,159.96,500.0,Timeout
LOG0385,2025-07-14 00:25,SRV014,22.42,59.96,3.21,900.05,502.0,Normal
LOG0386,2025-07-20 17:16,SRV004,32.15,22.41,69.77,651.49,200.0,Timeout
LOG0387,2025-07-04 09:47,SRV011,55.0,62.38,94.43,607.9,502.0,Normal
LOG0388,2025-07-15 22:30,SRV015,43.79,86.22,36.53,483.07,502.0,Degraded
LOG0389,2025-07-19 01:37,SRV003,97.1,23.63,42.72,643.58,502.0,Degraded
LOG0390,2025-07-28 12:36,SRV006,80.75,14.21,81.44,651.87,502.0,Timeout
LOG0391,2025-06-26 06:33,SRV012,47.11,36.33,88.85,510.42,502.0,Normal
LOG0392,2025-07-09 07:14,SRV008,46.46,19.74,59.45,625.84,200.0,Normal
LOG0393,2025-07-21 23:31,SRV005,18.38,66.73,21.05,409.71,502.0,Timeout
LOG0394,2025-06-23 02:57,SRV005,90.19,16.56,91.0,296.93,504.0,Normal
LOG0395,2025-06-19 12:51,SRV016,69.92,30.48,98.41,583.64,404.0,Down
LOG0396,2025-06-19 04:22,SRV020,30.6,59.07,83.64,801.7,500.0,Normal
LOG0397,2025-06-21 13:33,SRV013,86.16,90.54,62.08,974.91,500.0,Normal
LOG0398,2025-07-23 21:55,SRV019,65.27,19.62,99.93,607.15,404.0,Normal
LOG0399,2025-06-08 13:04,SRV004,14.83,17.72,40.79,854.19,503.0,Timeout
LOG0400,2025-07-06 00:13,SRV017,27.96,43.15,50.53,581.02,404.0,Down
LOG0401,2025-06-01 13:07,SRV010,18.11,61.51,4.82,958.62,200.0,Degraded
LOG0402,2025-06-08 09:57,SRV020,41.36,59.33,3.11,884.33,503.0,Timeout
LOG0403,2025-07-21 10:37,SRV014,35.68,97.61,78.49,110.35,200.0,Timeout
LOG0404,2025-06-27 22:55,SRV015,63.55,27.06,36.19,533.93,503.0,Timeout
LOG0405,2025-07-22 01:07,SRV016,74.8,26.86,40.36,846.37,500.0,Normal
LOG0406,2025-07-06 17:45,SRV020,88.84,9.79,7.43,680.43,500.0,Normal
LOG0407,2025-07-21 00:27,SRV010,84.99,15.84,95.83,717.13,504.0,Down
LOG0408,2025-06-11 08:01,SRV009,32.69,72.45,65.08,369.12,502.0,Timeout
LOG0409,2025-06-17 21:27,SRV016,82.9,25.74,8.42,420.0,500.0,Down
LOG0410,2025-07-12 16:14,SRV010,40.8,34.08,91.71,574.22,503.0,Degraded
LOG0411,2025-07-05 06:28,SRV011,83.26,77.07,93.13,148.5,502.0,Normal
LOG0412,2025-06-10 15:30,SRV008,91.25,63.41,38.3,299.19,502.0,Down
LOG0413,2025-06-12 17:24,SRV012,49.49,24.08,47.71,632.45,200.0,Normal
LOG0414,2025-06-09 09:49,SRV007,79.05,12.58,70.79,805.36,404.0,Normal
LOG0415,2025-06-29 09:18,SRV014,67.07,52.41,98.58,370.56,503.0,Normal
LOG0416,2025-07-21 14:55,SRV012,21.43,1.65,5.04,864.62,500.0,Timeout
LOG0417,2025-06-02 22:17,SRV002,80.11,65.49,66.38,405.74,504.0,Degraded
LOG0418,2025-06-19 21:31,SRV008,18.33,43.39,70.75,969.65,503.0,Normal
LOG0419,2025-07-28 23:26,SRV006,73.81,98.74,29.7,93.36,504.0,Degraded
LOG0420,2025-06-02 01:01,SRV012,37.17,42.59,24.67,423.51,504.0,Normal
LOG0421,2025-06-03 14:19,SRV008,95.93,82.14,75.58,298.0,504.0,Down
LOG0422,2025-06-29 04:37,SRV004,77.12,64.97,85.0,58.94,404.0,Down
LOG0423,2025-07-21 06:58,SRV004,11.58,80.08,29.35,839.07,504.0,Normal
LOG0424,2025-06-02 23:10,SRV007,42.82,64.1,99.14,460.4,503.0,Degraded
LOG0425,2025-06-22 06:46,SRV003,70.5,79.56,2.74,633.74,200.0,Down
LOG0426,2025-06-08 10:17,SRV009,55.43,69.62,67.28,890.86,502.0,Normal
LOG0427,2025-06-02 04:52,SRV007,92.57,2.9,63.42,428.18,502.0,Down
LOG0428,2025-06-16 14:19,SRV004,50.24,64.23,86.71,305.32,503.0,Down
LOG0429,2025-06-20 15:44,SRV010,15.92,83.87,16.94,173.05,503.0,Normal
LOG0430,2025-06-12 05:45,SRV017,69.88,60.95,85.93,512.66,503.0,Normal
LOG0431,2025-07-09 12:33,SRV018,59.25,41.34,93.64,335.95,404.0,Timeout
LOG0432,2025-07-13 11:38,SRV018,98.91,50.98,37.21,119.83,503.0,Normal
LOG0433,2025-06-09 16:18,SRV015,52.09,10.46,63.91,439.86,404.0,Degraded
LOG0434,2025-07-20 04:10,SRV018,22.21,64.5,86.2,991.77,404.0,Degraded
LOG0435,2025-07-21 06:43,SRV005,21.55,34.94,51.94,161.86,504.0,Normal
LOG0436,2025-06-19 06:09,SRV017,29.5,21.69,67.04,194.73,502.0,Down
LOG0437,2025-07-26 15:58,SRV013,66.25,79.5,14.64,87.64,504.0,Normal
LOG0438,2025-06-13 11:01,SRV003,23.61,41.5,67.88,940.06,504.0,Degraded
LOG0439,2025-06-11 16:15,SRV008,89.28,4.53,69.45,391.38,502.0,Degraded
LOG0440,2025-06-14 00:18,SRV008,58.24,83.98,96.26,637.77,504.0,Timeout
LOG0441,2025-06-12 04:09,SRV017,69.64,12.07,67.31,102.41,404.0,Normal
LOG0442,2025-06-08 06:30,SRV019,81.88,80.43,64.73,326.45,404.0,Normal
LOG0443,2025-06-19 21:59,SRV002,37.33,44.63,61.67,99.88,404.0,Timeout
LOG0444,2025-07-07 23:54,SRV009,85.6,58.4,64.35,898.25,200.0,Timeout
LOG0445,2025-07-29 07:12,SRV005,92.91,18.78,11.27,593.77,404.0,Timeout
LOG0446,2025-06-19 01:48,SRV020,53.53,48.76,10.63,574.13,502.0,Timeout
LOG0447,2025-06-15 04:00,SRV010,9.56,6.62,97.83,356.24,504.0,Degraded
LOG0448,2025-06-29 15:50,SRV001,7.84,85.04,23.32,838.82,502.0,Down
LOG0449,2025-07-20 05:11,SRV002,64.44,16.66,53.11,664.22,503.0,Down
LOG0450,2025-07-20 22:57,SRV013,24.39,4.3,19.55,504.48,504.0,Normal
LOG0451,2025-07-07 16:19,SRV010,70.05,29.7,65.21,84.32,500.0,Timeout
LOG0452,2025-07-18 17:15,SRV008,71.81,24.27,10.92,996.02,200.0,Degraded
LOG0453,2025-06-28 11:50,SRV005,10.99,93.77,31.91,131.62,504.0,Timeout
LOG0454,2025-06-21 05:08,SRV002,99.65,72.59,93.66,594.6,500.0,Down
LOG0455,2025-06-18 11:40,SRV003,57.12,85.45,2.07,902.18,500.0,Down
LOG0456,2025-06-15 23:43,SRV016,97.31,44.65,95.47,97.39,502.0,Normal
LOG0457,2025-07-02 13:00,SRV018,68.39,87.25,29.25,178.78,504.0,Timeout
LOG0458,2025-06-09 15:18,SRV018,70.2,38.6,84.64,479.39,500.0,Normal
LOG0459,2025-07-29 06:39,SRV013,21.47,85.5,95.66,71.28,500.0,Degraded
LOG0460,2025-07-04 15:32,SRV014,5.36,35.18,18.74,248.69,503.0,Timeout
LOG0461,2025-07-18 21:06,SRV011,60.11,4.05,50.72,179.83,504.0,Normal
LOG0462,2025-07-27 18:11,SRV017,1.96,85.16,69.0,168.95,502.0,Timeout
LOG0463,2025-06-17 13:26,SRV015,74.63,9.53,14.63,596.84,404.0,Normal
LOG0464,2025-07-04 10:27,SRV002,14.97,21.08,26.5,347.87,503.0,Normal
LOG0465,2025-07-17 08:11,SRV009,79.76,81.51,3.62,938.96,404.0,Degraded
LOG0466,2025-06-05 09:14,SRV015,34.14,25.52,61.0,242.33,504.0,Down
LOG0467,2025-07-07 03:47,SRV012,37.4,10.39,71.23,769.45,504.0,Down
LOG0468,2025-06-06 03:52,SRV010,84.98,62.25,94.87,691.68,502.0,Down
LOG0469,2025-06-16 10:30,SRV019,79.4,37.11,5.71,745.63,500.0,Timeout
LOG0470,2025-07-11 09:08,SRV014,56.99,41.92,63.45,719.73,502.0,Degraded
LOG0471,2025-07-20 09:48,SRV019,77.8,49.72,65.96,157.61,503.0,Normal
LOG0472,2025-07-16 10:53,SRV013,43.17,96.17,13.66,83.4,500.0,Normal
LOG0473,2025-06-10 16:40,SRV003,61.35,57.2,84.51,90.09,200.0,Timeout
LOG0474,2025-06-21 07:23,SRV001,61.26,8.97,3.95,750.46,200.0,Down
LOG0475,2025-07-08 04:13,SRV007,95.43,15.84,50.98,794.82,504.0,Down
LOG0476,2025-07-06 21:58,SRV020,15.46,6.59,68.48,765.76,200.0,Down
LOG0477,2025-07-15 14:56,SRV004,63.53,84.31,36.42,354.34,500.0,Timeout
LOG0478,2025-07-08 19:43,SRV015,36.09,98.83,45.98,584.11,404.0,Down
LOG0479,2025-06-28 00:05,SRV017,12.12,36.11,87.2,497.97,500.0,Timeout
LOG0480,2025-07-07 10:05,SRV007,22.24,30.79,4.56,496.87,504.0,Normal
LOG0481,2025-07-10 08:07,SRV013,54.87,13.89,80.79,410.87,500.0,Degraded
LOG0482,2025-06-27 11:06,SRV005,12.95,70.63,70.45,429.7,502.0,Normal
LOG0483,2025-07-10 00:12,SRV005,2.81,32.05,97.45,160.99,404.0,Degraded
LOG0484,2025-07-17 03:02,SRV011,6.47,93.48,61.96,855.3,500.0,Timeout
LOG0485,2025-06-20 16:42,SRV002,80.22,76.06,46.93,588.32,502.0,Timeout
LOG0486,2025-06-12 09:55,SRV010,27.15,40.54,41.53,991.96,502.0,Degraded
LOG0487,2025-06-19 22:40,SRV010,5.64,42.66,88.24,355.47,500.0,Timeout
LOG0488,2025-06-29 15:05,SRV008,8.65,10.29,61.53,798.96,500.0,Timeout
LOG0489,2025-07-16 11:39,SRV010,96.2,18.33,93.95,618.21,503.0,Degraded
LOG0490,2025-06-11 10:57,SRV004,64.36,25.61,84.65,742.66,502.0,Normal
LOG0491,2025-06-10 08:40,SRV008,75.45,44.27,19.87,531.44,500.0,Degraded
LOG0492,2025-07-28 22:15,SRV016,6.05,66.63,42.46,458.61,200.0,Degraded
LOG0493,2025-07-12 06:31,SRV020,44.86,40.65,67.24,364.26,404.0,Down
LOG0494,2025-07-19 09:52,SRV001,66.86,4.46,40.7,962.03,502.0,Timeout
LOG0495,2025-06-13 00:28,SRV011,41.42,88.96,40.89,313.43,503.0,Degraded
LOG0496,2025-06-02 06:53,SRV006,12.62,93.96,35.01,659.63,404.0,Down
LOG0497,2025-07-30 15:11,SRV016,77.49,1.94,75.39,206.63,500.0,Down
LOG0498,2025-07-19 20:36,SRV017,72.77,68.0,30.34,584.91,504.0,Down
LOG0499,2025-07-14 05:07,SRV019,40.49,14.86,56.31,414.47,404.0,Timeout
LOG0500,2025-07-24 04:36,SRV016,84.63,36.22,59.53,233.44,502.0,Down
LOG0501,2025-06-25 03:31,SRV007,81.91,33.12,15.13,381.91,502.0,Degraded
LOG0502,2025-06-23 19:29,SRV014,39.49,26.11,37.17,467.39,500.0,Degraded
LOG0503,2025-06-14 11:13,SRV006,5.42,19.45,51.33,271.25,503.0,Normal
LOG0504,2025-06-17 22:06,SRV014,14.94,91.44,94.55,508.08,500.0,Degraded
LOG0505,2025-06-11 03:58,SRV016,10.04,80.82,2.05,265.08,200.0,Degraded
LOG0506,2025-07-21 14:10,SRV002,23.14,43.39,1.86,491.38,500.0,Normal
LOG0507,2025-06-09 22:34,SRV009,76.93,41.95,63.26,232.2,503.0,Down
LOG0508,2025-06-10 14:22,SRV017,2.75,28.72,20.42,970.68,500.0,Normal
LOG0509,2025-06-11 16:05,SRV019,64.87,87.77,96.07,722.13,503.0,Timeout
LOG0510,2025-07-26 12:29,SRV006,8.74,98.18,15.8,808.98,504.0,Normal
LOG0511,2025-07-15 01:57,SRV013,66.05,38.13,83.54,137.8,500.0,Down
LOG0512,2025-07-12 04:04,SRV018,82.92,52.4,10.73,442.62,503.0,Degraded
LOG0513,2025-07-21 16:14,SRV004,99.41,90.53,31.79,497.69,502.0,Down
LOG0514,2025-06-17 17:12,SRV013,90.82,84.95,64.96,976.14,503.0,Down
LOG0515,2025-06-30 22:13,SRV010,47.86,39.31,6.5,688.5,500.0,Degraded
LOG0516,2025-07-26 10:57,SRV013,23.07,98.34,70.06,876.99,200.0,Normal
LOG0517,2025-07-29 01:27,SRV014,14.01,85.74,98.65,316.64,200.0,Timeout
LOG0518,2025-07-13 06:26,SRV020,32.94,85.74,69.12,984.04,500.0,Normal
LOG0519,2025-06-10 17:52,SRV003,33.27,69.55,51.12,947.69,500.0,Down
LOG0520,2025-07-30 19:29,SRV018,57.43,80.51,43.84,296.87,502.0,Degraded
LOG0521,2025-06-26 05:37,SRV013,3.06,33.43,89.72,365.5,500.0,Timeout
LOG0522,2025-07-23 15:00,SRV020,94.32,8.58,41.53,183.32,500.0,Degraded
LOG0523,2025-07-22 19:25,SRV017,1.92,34.75,90.46,644.46,502.0,Degraded
LOG0524,2025-07-05 20:30,SRV019,2.08,65.59,31.17,789.82,200.0,Timeout
LOG0525,2025-07-01 11:37,SRV018,5.44,22.67,91.44,851.65,503.0,Normal
LOG0526,2025-07-23 12:48,SRV018,31.16,46.11,59.24,142.74,500.0,Normal
LOG0527,2025-07-13 17:15,SRV005,69.94,5.6,53.08,363.09,500.0,Normal
LOG0528,2025-07-13 08:25,SRV020,30.77,68.36,40.09,446.99,504.0,Timeout
LOG0529,2025-07-11 09:26,SRV011,51.2,79.32,91.14,64.04,502.0,Normal
LOG0530,2025-07-20 13:21,SRV019,90.1,86.64,58.67,403.45,404.0,Degraded
LOG0531,2025-07-07 00:30,SRV003,93.93,53.03,29.44,521.18,500.0,Down
LOG0532,2025-07-19 06:35,SRV016,36.03,67.2,92.82,943.26,500.0,Degraded
LOG0533,2025-07-01 15:13,SRV019,43.76,91.41,69.52,429.48,200.0,Degraded
LOG0534,2025-07-30 12:15,SRV006,96.16,86.88,48.98,220.78,200.0,Down
LOG0535,2025-07-05 16:32,SRV002,26.53,24.75,54.79,111.04,404.0,Degraded
LOG0536,2025-07-02 16:38,SRV016,48.49,81.4,39.93,269.51,502.0,Normal
LOG0537,2025-07-12 00:10,SRV001,3.7,37.68,47.34,811.53,502.0,Normal
LOG0538,2025-07-10 21:57,SRV007,81.83,45.97,66.74,764.55,503.0,Degraded
LOG0539,2025-07-24 19:04,SRV008,15.67,87.15,23.84,829.1,502.0,Down
LOG0540,2025-06-04 06:27,SRV007,72.12,82.12,19.25,622.55,200.0,Down
LOG0541,2025-07-30 18:39,SRV005,37.19,73.45,71.49,192.03,503.0,Normal
LOG0542,2025-07-20 18:44,SRV019,36.5,25.22,33.1,673.85,502.0,Degraded
LOG0543,2025-07-05 02:12,SRV006,38.27,80.66,63.24,729.69,404.0,Degraded
LOG0544,2025-07-14 00:43,SRV008,91.13,3.43,87.08,894.07,502.0,Normal
LOG0545,2025-07-25 21:32,SRV019,98.92,19.93,36.16,187.16,200.0,Degraded
LOG0546,2025-07-09 15:56,SRV004,4.73,9.2,65.58,880.93,500.0,Down
LOG0547,2025-07-22 11:07,SRV001,36.33,59.9,72.26,79.67,504.0,Down
LOG0548,2025-06-14 12:04,SRV012,95.56,51.62,36.55,68.52,504.0,Degraded
LOG0549,2025-07-09 08:06,SRV015,54.72,56.26,42.78,831.31,502.0,Timeout
LOG0550,2025-06-27 05:51,SRV016,13.81,19.25,38.25,948.41,502.0,Down
LOG0551,2025-07-20 17:03,SRV008,17.92,74.18,78.52,606.08,503.0,Timeout
LOG0552,2025-07-04 08:59,SRV010,75.06,13.8,3.06,678.17,503.0,Degraded
LOG0553,2025-07-29 21:19,SRV007,12.93,25.95,33.3,724.02,502.0,Degraded
LOG0554,2025-07-23 08:55,SRV012,14.07,26.62,65.06,582.74,404.0,Timeout
LOG0555,2025-07-02 01:44,SRV003,53.0,70.99,40.13,620.7,200.0,Normal
LOG0556,2025-07-17 09:27,SRV015,84.8,59.42,96.24,295.03,502.0,Down
LOG0557,2025-06-04 03:25,SRV014,12.3,83.45,30.67,162.07,200.0,Timeout
LOG0558,2025-07-10 04:18,SRV006,46.17,15.79,83.19,326.48,404.0,Normal
LOG0559,2025-07-07 19:07,SRV009,2.04,87.06,58.09,140.96,500.0,Normal
LOG0560,2025-06-13 04:07,SRV012,6.42,25.96,19.39,930.45,500.0,Normal
LOG0561,2025-06-27 23:14,SRV007,45.72,77.67,22.11,516.02,404.0,Degraded
LOG0562,2025-06-30 23:27,SRV008,11.18,74.43,81.86,852.26,502.0,Down
LOG0563,2025-07-16 00:50,SRV020,78.89,7.62,66.46,64.29,200.0,Timeout
LOG0564,2025-07-02 04:20,SRV005,1.92,94.1,81.11,160.69,504.0,Down
LOG0565,2025-06-23 23:59,SRV008,38.5,9.49,42.21,82.45,504.0,Timeout
LOG0566,2025-07-16 04:57,SRV011,24.48,56.99,86.99,164.06,404.0,Normal
LOG0567,2025-07-30 21:16,SRV015,57.22,95.19,24.36,598.45,500.0,Timeout
LOG0568,2025-07-23 13:27,SRV003,59.47,74.86,32.39,196.13,500.0,Normal
LOG0569,2025-06-23 19:17,SRV009,66.79,73.94,46.27,536.52,200.0,Timeout
LOG0570,2025-07-17 03:06,SRV013,31.05,12.78,58.89,58.66,503.0,Degraded
LOG0571,2025-07-08 18:53,SRV002,51.67,61.93,53.31,947.83,404.0,Timeout
LOG0572,2025-07-09 01:32,SRV008,91.29,98.05,96.94,426.01,500.0,Down
LOG0573,2025-07-09 05:52,SRV002,45.43,14.8,64.01,405.14,200.0,Timeout
LOG0574,2025-07-18 15:08,SRV020,90.35,84.38,73.38,511.83,502.0,Degraded
LOG0575,2025-07-19 14:48,SRV019,83.51,14.45,2.56,192.0,503.0,Down
LOG0576,2025-06-08 01:52,SRV008,26.86,9.22,33.6,197.91,503.0,Down
LOG0577,2025-06-19 22:07,SRV008,6.52,13.05,61.56,319.44,503.0,Timeout
LOG0578,2025-06-03 11:46,SRV017,97.05,58.39,42.13,716.97,404.0,Degraded
LOG0579,2025-06-27 23:13,SRV006,82.32,13.87,33.42,558.29,200.0,Degraded
LOG0580,2025-06-30 02:57,SRV011,2.03,62.41,72.37,320.57,404.0,Down
LOG0581,2025-06-28 14:32,SRV013,53.1,95.29,69.09,575.47,200.0,Normal
LOG0582,2025-07-26 14:33,SRV007,90.65,56.32,91.49,370.83,503.0,Degraded
LOG0583,2025-06-29 13:19,SRV005,16.72,96.76,97.4,699.8,502.0,Down
LOG0584,2025-07-17 08:13,SRV018,91.39,69.09,79.29,161.26,200.0,Down
LOG0585,2025-07-16 17:25,SRV020,43.87,58.7,87.88,208.03,502.0,Degraded
LOG0586,2025-07-16 09:35,SRV019,35.28,6.93,77.69,479.31,503.0,Degraded
LOG0587,2025-06-11 05:11,SRV006,54.86,41.87,90.55,981.78,503.0,Down
LOG0588,2025-06-20 01:20,SRV019,42.1,88.11,50.54,308.21,404.0,Timeout
LOG0589,2025-06-05 09:14,SRV004,51.17,73.92,51.15,144.28,502.0,Down
LOG0590,2025-06-18 12:30,SRV013,14.58,94.05,71.69,967.35,404.0,Down
LOG0591,2025-06-15 07:16,SRV007,77.05,79.07,65.18,568.49,500.0,Timeout
LOG0592,2025-06-07 05:52,SRV009,68.05,39.08,63.3,111.12,503.0,Timeout
LOG0593,2025-07-01 23:09,SRV003,33.08,16.72,7.03,702.94,404.0,Normal
LOG0594,2025-06-09 11:51,SRV001,75.75,74.66,52.26,336.99,502.0,Normal
LOG0595,2025-07-24 01:46,SRV017,64.02,30.42,25.78,526.97,503.0,Degraded
LOG0596,2025-07-23 10:43,SRV019,88.67,5.64,19.51,719.58,502.0,Down
LOG0597,2025-06-07 19:42,SRV014,84.78,23.6,88.46,227.09,404.0,Normal
LOG0598,2025-06-16 00:33,SRV006,89.65,33.46,64.19,824.7,504.0,Degraded
LOG0599,2025-07-09 16:29,SRV020,91.18,10.9,28.85,724.93,503.0,Down
LOG0600,2025-06-30 12:58,SRV003,17.91,14.58,39.64,911.69,404.0,Normal
